"id","age","race","gender","education"
861.0,54.0,"Selected more than 1 race","Male","Bachelors degree"
862.0,47.0,"Selected more than 1 race","Female","Bachelors degree"
863.0,66.0,"Selected more than 1 race","Male","Less than Bachelors degree"
864.0,39.0,"Selected more than 1 race","Female","Less than Bachelors degree"
865.0,69.0,"Selected more than 1 race","Male","Less than Bachelors degree"
866.0,43.0,"Selected more than 1 race","Female","Less than Bachelors degree"
867.0,34.0,"Selected more than 1 race","Male","Less than Bachelors degree"
868.0,56.0,"Selected more than 1 race","Female","Less than Bachelors degree"
869.0,65.0,"Selected more than 1 race","Male","Less than Bachelors degree"
870.0,34.0,"Selected more than 1 race","Female","Less than Bachelors degree"
871.0,53.0,"Selected more than 1 race","Male","Less than Bachelors degree"
872.0,52.0,"Selected more than 1 race","Female","Less than Bachelors degree"
873.0,46.0,"Selected more than 1 race","Male","Less than Bachelors degree"
874.0,44.0,"Selected more than 1 race","Female","Less than Bachelors degree"
875.0,72.0,"Selected more than 1 race","Male","Less than Bachelors degree"
876.0,56.0,"Selected more than 1 race","Female","Less than Bachelors degree"
877.0,44.0,"Selected more than 1 race","Male","More than Bachelors degree"
878.0,30.0,"Selected more than 1 race","Female","More than Bachelors degree"
879.0,54.0,"Selected more than 1 race","Male","More than Bachelors degree"
880.0,62.0,"Selected more than 1 race","Female","More than Bachelors degree"
881.0,57.0,"Selected more than 1 race","Male","More than Bachelors degree"
882.0,66.0,"Selected more than 1 race","Female","More than Bachelors degree"
883.0,44.0,"Selected more than 1 race","Male","More than Bachelors degree"
884.0,25.0,"Selected more than 1 race","Female","More than Bachelors degree"
885.0,53.0,"Selected more than 1 race","Male","More than Bachelors degree"
886.0,44.0,"Selected more than 1 race","Female","More than Bachelors degree"
887.0,68.0,"Selected more than 1 race","Male","More than Bachelors degree"
888.0,27.0,"Selected more than 1 race","Female","More than Bachelors degree"
889.0,71.0,"Selected more than 1 race","Male","More than Bachelors degree"
890.0,69.0,"Selected more than 1 race","Female","More than Bachelors degree"
891.0,53.0,"Selected more than 1 race","Male","More than Bachelors degree"
892.0,35.0,"Selected more than 1 race","Female","More than Bachelors degree"
893.0,57.0,"Selected more than 1 race","Male","More than Bachelors degree"
894.0,39.0,"Selected more than 1 race","Female","More than Bachelors degree"
895.0,72.0,"Selected more than 1 race","Male","Bachelors degree"
896.0,59.0,"Selected more than 1 race","Female","Bachelors degree"
897.0,40.0,"Selected more than 1 race","Male","Bachelors degree"
898.0,23.0,"Selected more than 1 race","Female","Bachelors degree"
899.0,39.0,"Selected more than 1 race","Male","Bachelors degree"
900.0,67.0,"Selected more than 1 race","Female","Bachelors degree"
901.0,50.0,"Selected more than 1 race","Male","Bachelors degree"
902.0,24.0,"Selected more than 1 race","Female","Bachelors degree"
903.0,32.0,"Selected more than 1 race","Male","Bachelors degree"
904.0,70.0,"Selected more than 1 race","Female","Bachelors degree"
905.0,59.0,"Selected more than 1 race","Male","Bachelors degree"
906.0,56.0,"Selected more than 1 race","Female","Bachelors degree"
907.0,61.0,"Selected more than 1 race","Male","Bachelors degree"
908.0,71.0,"Selected more than 1 race","Female","Bachelors degree"
909.0,62.0,"Selected more than 1 race","Male","Bachelors degree"
910.0,47.0,"Selected more than 1 race","Female","Bachelors degree"
911.0,24.0,"Selected more than 1 race","Male","Bachelors degree"
912.0,55.0,"Selected more than 1 race","Female","Bachelors degree"
913.0,53.0,"Selected more than 1 race","Male","Bachelors degree"
914.0,60.0,"Selected more than 1 race","Female","Bachelors degree"
915.0,22.0,"Selected more than 1 race","Male","Bachelors degree"
916.0,31.0,"Selected more than 1 race","Female","Bachelors degree"
917.0,30.0,"Selected more than 1 race","Male","Bachelors degree"
918.0,27.0,"Selected more than 1 race","Female","Bachelors degree"
919.0,87.0,"Selected more than 1 race","Male","Bachelors degree"
920.0,74.0,"Selected more than 1 race","Female","Bachelors degree"
921.0,36.0,"Selected more than 1 race","Male","Bachelors degree"
922.0,75.0,"Selected more than 1 race","Female","Bachelors degree"
923.0,24.0,"Selected more than 1 race","Male","Bachelors degree"
924.0,62.0,"Selected more than 1 race","Female","Bachelors degree"
925.0,38.0,"Selected more than 1 race","Male","Bachelors degree"
926.0,79.0,"Selected more than 1 race","Female","Bachelors degree"
927.0,58.0,"Selected more than 1 race","Male","Bachelors degree"
928.0,42.0,"Selected more than 1 race","Female","Bachelors degree"
929.0,25.0,"Selected more than 1 race","Male","Bachelors degree"
930.0,47.0,"Selected more than 1 race","Female","Bachelors degree"
931.0,34.0,"Selected more than 1 race","Male","Bachelors degree"
932.0,54.0,"Selected more than 1 race","Female","Bachelors degree"
933.0,29.0,"Selected more than 1 race","Male","Bachelors degree"
934.0,28.0,"Selected more than 1 race","Female","Bachelors degree"
935.0,23.0,"Selected more than 1 race","Male","Bachelors degree"
936.0,39.0,"Selected more than 1 race","Female","Bachelors degree"
937.0,90.0,"Selected more than 1 race","Male","Bachelors degree"
938.0,45.0,"Selected more than 1 race","Female","Bachelors degree"
939.0,31.0,"Selected more than 1 race","Male","Bachelors degree"
940.0,35.0,"Selected more than 1 race","Female","Bachelors degree"
941.0,33.0,"Selected more than 1 race","Male","Bachelors degree"
942.0,33.0,"Selected more than 1 race","Female","Bachelors degree"
943.0,49.0,"Selected more than 1 race","Unspecified","More than Bachelors degree"
944.0,60.0,"Selected more than 1 race","Unspecified","More than Bachelors degree"
945.0,89.0,"Selected more than 1 race","Unspecified","More than Bachelors degree"
946.0,85.0,"Selected more than 1 race","Unspecified","More than Bachelors degree"
947.0,81.0,"Selected more than 1 race","Unspecified","Bachelors degree"
948.0,75.0,"Selected more than 1 race","Unspecified","Bachelors degree"
949.0,46.0,"Selected more than 1 race","Nonbinary","Less than Bachelors degree"
950.0,62.0,"Selected more than 1 race","Nonbinary","Bachelors degree"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
